lemma,A1,A2,A3,A4,A1&A2,State,Polarity,Effect
втянуть,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 0.7)', '(A2, A3, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","['(A2, -, 1)', '(A3, +, 1)']"
выбесить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A2, neg, 0.7)']","(A2, -, 1)"
выбивать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 0.7)', '(A2, negt, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, +, 0.7)', '(A2, -, 0.7)']"
выбить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 0.7)', '(A2, negt, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, +, 0.7)', '(A2, -, 0.7)']"
выгнать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
выгонять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
выгораживание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,"['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
выгораживать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,,"['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
выгородить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,,"['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
выдвигать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","(A2, +, 1)"
выдвижение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","(A2, +, 1)"
выдвинуть,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","(A2, +, 1)"
выздоравливать,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
выздороветь,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
выздоровление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 1)', '(author, A2, neg, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
выиграть,(NOUN Case=Nom),(NOUN Case=Gen),(NOUN Case=Acc),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A2, A1, neg, 1)', '(A1, A3, pos, 1)', '(A2, A3, neg, 1) ']","['(A1, +, 1)', '(A2, -, 1)']"
выигрывать,(NOUN Case=Nom),(NOUN Case=Gen),(NOUN Case=Acc),,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A2, A1, neg, 1)', '(A1, A3, pos, 1)', '(A2, A3, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
выигрыш,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,"['(A1, pos, 1) ', '(A2, neg, 1) ']","['(A1, A2, neg, 1) ', '(A1, A3, pos, 1) ', '(A2, A1, neg, 1) ', '(A2, A3, pos, 1) ']","['(A1, +, 1) ', '(A2, -, 1) ']"
выкрадывать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"(A3, neg, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)']","(A3, -, 1)"
выкрасть,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"(A3, neg, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)']","(A3, -, 1)"
вымереть,(NOUN Case=Nom),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
вымирание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
вымирать,(NOUN Case=Nom),,,,,"(A1, neg, 1)",,"(A1, -, 1)"
вымогание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,"(A3, neg, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, neg, 1)', '(A3, A2, pos, 1)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
вымогатель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, pos, 0.7)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
вымогательница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, pos, 0.7)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
вымогательство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,"(A3, neg, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, neg, 1)', '(A3, A2, pos, 1)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
вымогать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"(A3, neg, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, neg, 1)', '(A3, A2, pos, 1)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, -, 1)', '(A3, -, 1)']"
вынудить,(NOUN Case=Nom),(NOUN Case=Acc),(VERB VerbForm=Inf),,,"['(A1, pos, 0.7)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, neg, 0.7)', '(A2, A3, neg, 1)']","['(A2, -, 1)', '(A3, +, 1)']"
вынуждать,(NOUN Case=Nom),(NOUN Case=Acc),(VERB VerbForm=Inf),,,"['(A1, pos, 0.7)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A1, A3, pos, 1)', '(A2, A1, neg, 0.7)', '(A2, A3, neg, 1)']","['(A2, -, 1)', '(A3, +, 1)']"
выругать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","['(A2, -, 1)', '(A3, -, 1)']"
выругаться,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
выселение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)']","(A2, -, 1)"
выселить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)']","(A2, -, 1)"
выселять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)']","(A2, -, 1)"
выслать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)']","(A2, -, 1)"
выследить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
выслеживание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
выслеживать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
высылать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1)']","(A2, -, 1)"
вышибание,(NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
вышибать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
вышибить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, +, 1)', '(A2, -, 1)']"
геноцид,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)']","(A2, -, 1)"
гибель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
гибнуть,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
гнев,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen) (Что+Clause),,,,"['(A1, neg, 1)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)']","(A2, -, 0.7)"
голодание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","['(A1, A2, neg, 1) ', '(author, A1, pos, 0.7) ']","(A1, -, 1) "
голодать,(NOUN Case=Nom) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","['(A1, A2, neg, 1) ', '(author, A1, pos, 0.7) ']","(A1, -, 1) "
голодовка,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,(NOUN Case=Gen) ,,,,"(A1, neg, 1) ","(A1, A2, neg, 1) ","(A1, -, 1) "
гордиться,(NOUN Case=Nom),(NOUN Case=Ins),,,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A2, pos, 0.7)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
гордость,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen),,,,"['(A1, pos, 1)', '(A2, pos, 0.7)']","['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A2, +, 1)"
горе,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Dat),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
горевать,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Dat),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
грабануть,(NOUN Case=Nom),(NOUN Case=Acc) // имущество,(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1) ', '(A3, A1, neg, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
грабеж,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes Person=3),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)']","(A2, -, 1)"
грабитель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
грабительница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","['(A0, A1, neg, 1)', '(A1, A0, neg, 1)', '(author, A0, neg, 1)', '(author, A1, pos, 0.7)']","(A1, -, 1)"
грабить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
грех,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,"['(A1, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
грехопадение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)","(A1, -, 1)"
грешить,(NOUN Case=Nom),(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,"['(A1, neg, 1)', '(A3, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 1)', '(A3, -, 1)']"
грешник,(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,,"['(A0 neg, 1)', '(A2, neg, 1)']","['(A0, A1, neg, 1)', '(A0, A2, pos, 0.7)', '(author, A0, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 1)']","['(A0, -, 1)', '(A1, -, 1)', '(A2, -, 1)']"
грешница,(NOUN Case=Loc) (Что+Clause),(NOUN Case=Ins),,,,"['(A0 neg, 1)', '(A2, neg, 1)']","['(A0, A1, neg, 1)', '(A0, A2, pos, 0.7)', '(author, A0, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 1)']","['(A0, -, 1)', '(A1, -, 1)', '(A2, -, 1)']"
грозить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 0.7)', '(A2, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
грозиться,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Ins) (VERB VerbForm=Inf) (Что+Clause),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
громить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
грязнить,(NOUN Case=Nom) ,(NOUN Case=Acc) ,(NOUN Case=Ins) ,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(A2, A3, neg, 1) ', '(author, A2, pos, 0.7) ', '(author, A1, neg, 1) ', '(author, A3, neg, 1) ']","(A2, -, 1) "
губить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
давить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","(A2, A1, neg, 1)","(A2, neg, 1)"
дарить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
даровать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
демонизация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
демонизировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
депортация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1) - удалить', '(author, A2, pos, 0.7)- удалить']","(A2, -, 1)"
депортирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1) - удалить', '(author, A2, pos, 0.7) - удалить']","(A2, -, 1)"
депортировать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Gen),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 0.7)', '(author, A1, neg, 1) - удалить', '(author, A2, pos, 0.7) - удалить']","(A2, -, 1)"
депрессия,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, neg, 1)",,
дестабилизация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
дестабилизировать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
диалог,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и Case=Gen) (NOUN Case=Gen Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen) (NOUN на Case=Gen),,,"['(A1, pos, 0.7)', '(A2, pos, 0.7)']","['(A1, A2, pos, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, +, 0.7)', '(A2, +, 0.7)', '(A3, +, 1)']"
дисквалификация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
дисквалифицировать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
дискредитация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
дискредитирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
дискредитировать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A2, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
дискриминация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ', '(author, A2, pos, 0.7) ']","(A2, -, 1) "
дискриминировать,(NOUN Case=Nom) ,(NOUN Case=Acc) ,,,,"(A2, neg, 1) ","['(A1, A2, neg, 1) ', '(A2, A1, neg, 1) ', '(author, A1, neg, 1) ']","(A2, -, 1) "
добиваться,(NOUN Case=Nom),(NOUN Case=Gen) (Чтобы+Clause),,,,"['(A1, pos, 1)', '(A1, pos, 1)']","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A2, +, 0.7)"
добиться,(NOUN Case=Nom),(NOUN Case=Gen) (Чтобы+Clause),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","['(A2, +, 0.7)', '(A1, +, 1)']"
доверие,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN по отношению Case=Dat) (NOUN Case=Gen),(NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)']","['(A1, +, 1)', '(A2, +, 1)']"
доверять,(NOUN Case=Nom),(NOUN Case=Dat),,,,,"['(A1, A2, pos, 1)', '(A2, A1, pos, 0.7)']","(A2, +, 0.7)"
дозволение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
дозволить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
дозволять,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0,7)']","['(A2, +, 1)', '(A3, +, 1)']"
